TITULO_ORIGINAL,TIPO_OBRA,PAIS_OBRA,PUBLICO_TOTAL,PAIS_OBRA,Contagem,TIPO_OBRA,Publico_Total,TITULO_ORIGINAL,PUBLICO_TOTAL,PUBLICO_NIVEL,TITULO_ORIGINAL,RENDA_TOTAL,TITULO_ORIGINAL,DATA_LANCAMENTO_OBRA,MES_LANCAMENTO,RAZAO_SOCIAL_DISTRIBUIDORA,NOME_DISTRIBUIDORA
BRUNA SURFISTINHA,FICÇÃO,BRASIL,2177555.0,,,,,BRUNA SURFISTINHA,2177555,Alto,BRUNA SURFISTINHA,,BRUNA SURFISTINHA,2011-02-25,2,WMIX DISTRIBUIDORA LTDA.,WMIX
MALU DE BICICLETA,FICÇÃO,BRASIL,19084.0,,,,,MALU DE BICICLETA,19084,Alto,MALU DE BICICLETA,,MALU DE BICICLETA,2011-02-04,2,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
DESENROLA,FICÇÃO,BRASIL,331423.0,,,,,DESENROLA,331423,Alto,DESENROLA,,DESENROLA,2011-01-14,1,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
DE PERNAS PRO AR,FICÇÃO,BRASIL,3506553.0,,,,,DE PERNAS PRO AR,3506553,Alto,DE PERNAS PRO AR,,DE PERNAS PRO AR,2010-12-31,12,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
"APARECIDA, O MILAGRE",FICÇÃO,BRASIL,243336.0,,,,,"APARECIDA, O MILAGRE",243336,Alto,"APARECIDA, O MILAGRE",,"APARECIDA, O MILAGRE",2010-12-17,12,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
AMOR POR ACASO,FICÇÃO,BRASIL,52403.0,,,,,AMOR POR ACASO,52403,Alto,AMOR POR ACASO,,AMOR POR ACASO,2010-12-10,12,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
MEU MUNDO EM PERIGO,FICÇÃO,BRASIL,1389.0,,,,,MEU MUNDO EM PERIGO,1389,Alto,MEU MUNDO EM PERIGO,,MEU MUNDO EM PERIGO,2010-12-10,12,VITRINE FILMES LTDA,VITRINE
MUITA CALMA NESSA HORA,FICÇÃO,BRASIL,1485498.0,,,,,MUITA CALMA NESSA HORA,1485498,Alto,MUITA CALMA NESSA HORA,,MUITA CALMA NESSA HORA,2010-11-12,11,CANNES PRODUÇÕES S/A,CANNES
A SUPREMA FELICIDADE,FICÇÃO,BRASIL,219472.0,,,,,A SUPREMA FELICIDADE,219472,Alto,A SUPREMA FELICIDADE,,A SUPREMA FELICIDADE,2010-10-29,10,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
FEDERAL,FICÇÃO,BRASIL,114483.0,,,,,FEDERAL,114483,Alto,FEDERAL,,FEDERAL,2010-10-29,10,CANNES PRODUÇÕES S/A,CANNES
COMO ESQUECER,FICÇÃO,BRASIL,42539.0,,,,,COMO ESQUECER,42539,Alto,COMO ESQUECER,,COMO ESQUECER,2010-10-15,10,CANNES PRODUÇÕES S/A,CANNES
EU E MEU GUARDA-CHUVA,FICÇÃO,BRASIL,115492.0,,,,,EU E MEU GUARDA-CHUVA,115492,Alto,EU E MEU GUARDA-CHUVA,,EU E MEU GUARDA-CHUVA,2010-10-08,10,FOX FILM DO BRASIL LTDA,FOX
TROPA DE ELITE 2,FICÇÃO,BRASIL,11147238.0,,,,,TROPA DE ELITE 2,11147238,Alto,TROPA DE ELITE 2,,TROPA DE ELITE 2,2010-10-08,10,ZAZEN PRODUÇÕES AUDIOVISUAIS LTDA.,ZAZEN
O SOL DO MEIO DIA,FICÇÃO,BRASIL,3889.0,,,,,O SOL DO MEIO DIA,3889,Alto,O SOL DO MEIO DIA,,O SOL DO MEIO DIA,2010-10-01,10,CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE,CENTRO
A GUERRA DOS VIZINHOS,FICÇÃO,BRASIL,3659.0,,,,,A GUERRA DOS VIZINHOS,3659,Alto,A GUERRA DOS VIZINHOS,,A GUERRA DOS VIZINHOS,2010-09-24,9,CINEMATOGRÁFICA POLIFILMES LTDA-ME,CINEMATOGRÁFICA
A GUERRA DOS VIZINHOS,FICÇÃO,BRASIL,19358.0,,,,,A GUERRA DOS VIZINHOS,19358,Alto,A GUERRA DOS VIZINHOS,,A GUERRA DOS VIZINHOS,2010-09-24,9,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
LÉO E BIA,FICÇÃO,BRASIL,3888.0,,,,,LÉO E BIA,3888,Alto,LÉO E BIA,,LÉO E BIA,2010-09-17,9,ELIMAR PRODUÇÕES ARTÍSTICAS LTDA,ELIMAR
NETTO E O DOMADOR DE CAVALOS,FICÇÃO,BRASIL,2822.0,,,,,NETTO E O DOMADOR DE CAVALOS,2822,Alto,NETTO E O DOMADOR DE CAVALOS,,NETTO E O DOMADOR DE CAVALOS,2010-09-17,9,WALPER RUAS PRODUÇÕES LTDA,WALPER
NOSSO LAR,FICÇÃO,BRASIL,4060304.0,,,,,NOSSO LAR,4060304,Alto,NOSSO LAR,,NOSSO LAR,2010-09-03,9,FOX FILM DO BRASIL LTDA,FOX
NOSSO LAR,FICÇÃO,BRASIL,24812.0,,,,,NOSSO LAR,24812,Alto,NOSSO LAR,,NOSSO LAR,2010-09-03,9,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
BELLINI E O DEMÔNIO,FICÇÃO,BRASIL,1661.0,,,,,BELLINI E O DEMÔNIO,1661,Alto,BELLINI E O DEMÔNIO,,BELLINI E O DEMÔNIO,2010-08-27,8,SANTA FÉ 1900 FILMES LTDA,SANTA
"CINCO VEZES FAVELA, AGORA POR ELES MESMOS",FICÇÃO,BRASIL,160573.0,,,,,"CINCO VEZES FAVELA, AGORA POR ELES MESMOS",160573,Alto,"CINCO VEZES FAVELA, AGORA POR ELES MESMOS",,"CINCO VEZES FAVELA, AGORA POR ELES MESMOS",2010-08-27,8,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
CABEÇA A PRÊMIO,FICÇÃO,BRASIL,11707.0,,,,,CABEÇA A PRÊMIO,11707,Alto,CABEÇA A PRÊMIO,,CABEÇA A PRÊMIO,2010-08-20,8,CANNES PRODUÇÕES S/A,CANNES
REFLEXÕES DE UM LIQUIDIFICADOR,FICÇÃO,BRASIL,25495.0,,,,,REFLEXÕES DE UM LIQUIDIFICADOR,25495,Alto,REFLEXÕES DE UM LIQUIDIFICADOR,,REFLEXÕES DE UM LIQUIDIFICADOR,2010-08-09,8,BRAS FILMES LTDA,BRAS
400 CONTRA 1,FICÇÃO,BRASIL,127450.0,,,,,400 CONTRA 1,127450,Alto,400 CONTRA 1,,400 CONTRA 1,2010-08-06,8,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
O BEM AMADO,FICÇÃO,BRASIL,955444.0,,,,,O BEM AMADO,955444,Alto,O BEM AMADO,,O BEM AMADO,2010-07-23,7,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
O GRÃO,FICÇÃO,BRASIL,1805.0,,,,,O GRÃO,1805,Alto,O GRÃO,,O GRÃO,2010-07-16,7,USINA DIGITAL DISTRIBUIDORA DE FILMES LTDA,USINA
"MORGUE STORY - SANGUE, BAIACU E QUADRINHOS",FICÇÃO,BRASIL,1205.0,,,,,"MORGUE STORY - SANGUE, BAIACU E QUADRINHOS",1205,Alto,"MORGUE STORY - SANGUE, BAIACU E QUADRINHOS",,"MORGUE STORY - SANGUE, BAIACU E QUADRINHOS",2010-06-30,6,MORO COMUNICACAO LTDA,MORO
EM TEU NOME,FICÇÃO,BRASIL,47413.0,,,,,EM TEU NOME,47413,Alto,EM TEU NOME,,EM TEU NOME,2010-05-28,5,ACCORDE PRODUÇÕES DE AUDIOVISUAIS LTDA,ACCORDE
OLHOS AZUIS - FILME (OLHOS AZUIS),FICÇÃO,BRASIL,15499.0,,,,,OLHOS AZUIS - FILME (OLHOS AZUIS),15499,Alto,OLHOS AZUIS - FILME (OLHOS AZUIS),,OLHOS AZUIS - FILME (OLHOS AZUIS),2010-05-28,5,WMIX DISTRIBUIDORA LTDA.,WMIX
QUINCAS BERRO DÁGUA,FICÇÃO,BRASIL,273031.0,,,,,QUINCAS BERRO DÁGUA,273031,Alto,QUINCAS BERRO DÁGUA,,QUINCAS BERRO DÁGUA,2010-05-21,5,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
ANTES QUE O MUNDO ACABE,FICÇÃO,BRASIL,32324.0,,,,,ANTES QUE O MUNDO ACABE,32324,Alto,ANTES QUE O MUNDO ACABE,,ANTES QUE O MUNDO ACABE,2010-05-14,5,WMIX DISTRIBUIDORA LTDA.,WMIX
SEGURANÇA NACIONAL,FICÇÃO,BRASIL,37410.0,,,,,SEGURANÇA NACIONAL,37410,Alto,SEGURANÇA NACIONAL,,SEGURANÇA NACIONAL,2010-05-07,5,CANNES PRODUÇÕES S/A,CANNES
"VIAJO PORQUE PRECISO, VOLTO PORQUE TE AMO",FICÇÃO,BRASIL,26623.0,,,,,"VIAJO PORQUE PRECISO, VOLTO PORQUE TE AMO",26623,Alto,"VIAJO PORQUE PRECISO, VOLTO PORQUE TE AMO",,"VIAJO PORQUE PRECISO, VOLTO PORQUE TE AMO",2010-05-07,5,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
A CASA VERDE,FICÇÃO,BRASIL,42954.0,,,,,A CASA VERDE,42954,Alto,A CASA VERDE,,A CASA VERDE,2010-04-30,4,ACCORDE PRODUÇÕES DE AUDIOVISUAIS LTDA,ACCORDE
SONHOS ROUBADOS,FICÇÃO,BRASIL,28785.0,,,,,SONHOS ROUBADOS,28785,Alto,SONHOS ROUBADOS,,SONHOS ROUBADOS,2010-04-23,4,CANNES PRODUÇÕES S/A,CANNES
AS MELHORES COISAS DO MUNDO,FICÇÃO,BRASIL,300560.0,,,,,AS MELHORES COISAS DO MUNDO,300560,Alto,AS MELHORES COISAS DO MUNDO,,AS MELHORES COISAS DO MUNDO,2010-04-16,4,WARNER BROS. (SOUTH) INC.,WARNER
ONDE ANDARÁ DULCE VEIGA?,FICÇÃO,BRASIL,4577.0,,,,,ONDE ANDARÁ DULCE VEIGA?,4577,Alto,ONDE ANDARÁ DULCE VEIGA?,,ONDE ANDARÁ DULCE VEIGA?,2010-04-16,4,ANTONIO FERNANDES FILMES LTDA,ANTONIO
ONDE ANDARÁ DULCE VEIGA?,FICÇÃO,BRASIL,2500.0,,,,,ONDE ANDARÁ DULCE VEIGA?,2500,Alto,ONDE ANDARÁ DULCE VEIGA?,,ONDE ANDARÁ DULCE VEIGA?,2010-04-16,4,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
CHICO XAVIER,FICÇÃO,BRASIL,3413165.0,,,,,CHICO XAVIER,3413165,Alto,CHICO XAVIER,,CHICO XAVIER,2010-04-02,4,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
CHICO XAVIER,FICÇÃO,BRASIL,3127290.0,,,,,CHICO XAVIER,3127290,Alto,CHICO XAVIER,,CHICO XAVIER,2010-04-02,4,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
OS FAMOSOS E OS DUENDES DA MORTE,FICÇÃO,BRASIL,8328.0,,,,,OS FAMOSOS E OS DUENDES DA MORTE,8328,Alto,OS FAMOSOS E OS DUENDES DA MORTE,,OS FAMOSOS E OS DUENDES DA MORTE,2010-04-02,4,WARNER BROS. (SOUTH) INC.,WARNER
INSOLAÇÃO,FICÇÃO,BRASIL,3212.0,,,,,INSOLAÇÃO,3212,Alto,INSOLAÇÃO,,INSOLAÇÃO,2010-03-26,3,CANNES PRODUÇÕES S/A,CANNES
HISTÓRIAS DE AMOR DURAM APENAS 90 MINUTOS (SPLEEN),FICÇÃO,BRASIL,11405.0,,,,,HISTÓRIAS DE AMOR DURAM APENAS 90 MINUTOS (SPLEEN),11405,Alto,HISTÓRIAS DE AMOR DURAM APENAS 90 MINUTOS (SPLEEN),,HISTÓRIAS DE AMOR DURAM APENAS 90 MINUTOS (SPLEEN),2010-03-12,3,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
OS INQUILINOS,FICÇÃO,BRASIL,8662.0,,,,,OS INQUILINOS,8662,Alto,OS INQUILINOS,,OS INQUILINOS,2010-02-26,2,CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE,CENTRO
O AMOR SEGUNDO B. SCHIANBERG,FICÇÃO,BRASIL,4273.0,,,,,O AMOR SEGUNDO B. SCHIANBERG,4273,Alto,O AMOR SEGUNDO B. SCHIANBERG,,O AMOR SEGUNDO B. SCHIANBERG,2010-02-12,2,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
HIGH SCHOOL MUSICAL - O DESAFIO,FICÇÃO,BRASIL,301082.0,,,,,HIGH SCHOOL MUSICAL - O DESAFIO,301082,Alto,HIGH SCHOOL MUSICAL - O DESAFIO,,HIGH SCHOOL MUSICAL - O DESAFIO,2010-02-05,2,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
"LULA, O FILHO DO BRASIL",FICÇÃO,BRASIL,852619.0,,,,,"LULA, O FILHO DO BRASIL",852619,Alto,"LULA, O FILHO DO BRASIL",,"LULA, O FILHO DO BRASIL",2010-01-01,1,CANNES PRODUÇÕES S/A,CANNES
"LULA, O FILHO DO BRASIL",FICÇÃO,BRASIL,848734.0,,,,,"LULA, O FILHO DO BRASIL",848734,Alto,"LULA, O FILHO DO BRASIL",,"LULA, O FILHO DO BRASIL",2010-01-01,1,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
XUXA EM O MISTÉRIO DE FEIURINHA,FICÇÃO,BRASIL,1307135.0,,,,,XUXA EM O MISTÉRIO DE FEIURINHA,1307135,Alto,XUXA EM O MISTÉRIO DE FEIURINHA,,XUXA EM O MISTÉRIO DE FEIURINHA,2009-12-25,12,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
EMBARQUE IMEDIATO,FICÇÃO,BRASIL,38480.0,,,,,EMBARQUE IMEDIATO,38480,Alto,EMBARQUE IMEDIATO,,EMBARQUE IMEDIATO,2009-12-11,12,CANNES PRODUÇÕES S/A,CANNES
OURO NEGRO,FICÇÃO,BRASIL,1386.0,,,,,OURO NEGRO,1386,Alto,OURO NEGRO,,OURO NEGRO,2009-12-11,12,CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE,CENTRO
OURO NEGRO,FICÇÃO,BRASIL,2323.0,,,,,OURO NEGRO,2323,Alto,OURO NEGRO,,OURO NEGRO,2009-12-11,12,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
PRAÇA SAENS PEÑA,FICÇÃO,BRASIL,5332.0,,,,,PRAÇA SAENS PEÑA,5332,Alto,PRAÇA SAENS PEÑA,,PRAÇA SAENS PEÑA,2009-12-11,12,DISTRIBUIDORA DE FILMES S/A RIOFILME,DISTRIBUIDORA
PRAÇA SAENS PEÑA,FICÇÃO,BRASIL,1505.0,,,,,PRAÇA SAENS PEÑA,1505,Alto,PRAÇA SAENS PEÑA,,PRAÇA SAENS PEÑA,2009-12-11,12,RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA,RAIN
É PROIBIDO FUMAR,FICÇÃO,BRASIL,48306.0,,,,,É PROIBIDO FUMAR,48306,Alto,É PROIBIDO FUMAR,,É PROIBIDO FUMAR,2009-12-04,12,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.,PLAYARTE
DO COMEÇO AO FIM,FICÇÃO,BRASIL,89000.0,,,,,DO COMEÇO AO FIM,89000,Alto,DO COMEÇO AO FIM,,DO COMEÇO AO FIM,2009-11-27,11,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
TOPOGRAFIA DE UM DESNUDO,FICÇÃO,BRASIL,1488.0,,,,,TOPOGRAFIA DE UM DESNUDO,1488,Alto,TOPOGRAFIA DE UM DESNUDO,,TOPOGRAFIA DE UM DESNUDO,2009-11-20,11,T.A.O. PRODUÇÕES ARTISTICAS LTDA. -ME,T.A.O.
HOTEL ATLÂNTICO,FICÇÃO,BRASIL,6516.0,,,,,HOTEL ATLÂNTICO,6516,Alto,HOTEL ATLÂNTICO,,HOTEL ATLÂNTICO,2009-11-13,11,SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA),SPECTATEUR-COMÉRCIO
NO MEU LUGAR,FICÇÃO,BRASIL,5710.0,,,,,NO MEU LUGAR,5710,Alto,NO MEU LUGAR,,NO MEU LUGAR,2009-11-13,11,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
BESOURO,FICÇÃO,BRASIL,492659.0,,,,,BESOURO,492659,Alto,BESOURO,,BESOURO,2009-10-30,10,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
"ILHA DO TERRÍVEL RAPATERRA, A",FICÇÃO,BRASIL,61380.0,,,,,"ILHA DO TERRÍVEL RAPATERRA, A",61380,Alto,"ILHA DO TERRÍVEL RAPATERRA, A",,"ILHA DO TERRÍVEL RAPATERRA, A",2009-10-20,10,RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.,RAIZ
FLORDELIS - BASTA UMA PALAVRA PARA MUDAR,FICÇÃO,BRASIL,21603.0,,,,,FLORDELIS - BASTA UMA PALAVRA PARA MUDAR,21603,Alto,FLORDELIS - BASTA UMA PALAVRA PARA MUDAR,,FLORDELIS - BASTA UMA PALAVRA PARA MUDAR,2009-10-09,10,SERENDIP FILMES LTDA,SERENDIP
QUANTO DURA O AMOR?,FICÇÃO,BRASIL,11015.0,,,,,QUANTO DURA O AMOR?,11015,Alto,QUANTO DURA O AMOR?,,QUANTO DURA O AMOR?,2009-10-02,10,CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE,CENTRO
SALVE GERAL,FICÇÃO,BRASIL,317152.0,,,,,SALVE GERAL,317152,Alto,SALVE GERAL,,SALVE GERAL,2009-10-02,10,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
SALVE GERAL,FICÇÃO,BRASIL,290084.0,,,,,SALVE GERAL,290084,Alto,SALVE GERAL,,SALVE GERAL,2009-10-02,10,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
OS NORMAIS 2,FICÇÃO,BRASIL,2202958.0,,,,,OS NORMAIS 2,2202958,Alto,OS NORMAIS 2,,OS NORMAIS 2,2009-08-28,8,WMIX DISTRIBUIDORA LTDA.,WMIX
SE NADA MAIS DER CERTO,FICÇÃO,BRASIL,13375.0,,,,,SE NADA MAIS DER CERTO,13375,Alto,SE NADA MAIS DER CERTO,,SE NADA MAIS DER CERTO,2009-08-14,8,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
TEMPOS DE PAZ,FICÇÃO,BRASIL,95793.0,,,,,TEMPOS DE PAZ,95793,Alto,TEMPOS DE PAZ,,TEMPOS DE PAZ,2009-08-14,8,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
O CONTADOR DE HISTÓRIAS - THE STORY OF ME,FICÇÃO,BRASIL,151927.0,,,,,O CONTADOR DE HISTÓRIAS - THE STORY OF ME,151927,Alto,O CONTADOR DE HISTÓRIAS - THE STORY OF ME,,O CONTADOR DE HISTÓRIAS - THE STORY OF ME,2009-08-07,8,WARNER BROS. (SOUTH) INC.,WARNER
À DERIVA,FICÇÃO,BRASIL,94588.0,,,,,À DERIVA,94588,Alto,À DERIVA,,À DERIVA,2009-07-31,7,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,PARAMOUNT
MANHÃ TRANSFIGURADA,FICÇÃO,BRASIL,1740.0,,,,,MANHÃ TRANSFIGURADA,1740,Alto,MANHÃ TRANSFIGURADA,,MANHÃ TRANSFIGURADA,2009-07-10,7,CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE,CENTRO
A ERVA DO RATO,FICÇÃO,BRASIL,3546.0,,,,,A ERVA DO RATO,3546,Alto,A ERVA DO RATO,,A ERVA DO RATO,2009-06-26,6,REPÚBLICA PUREZA FILMES LTDA.,REPÚBLICA
JEAN CHARLES,FICÇÃO,BRASIL,294231.0,,,,,JEAN CHARLES,294231,Alto,JEAN CHARLES,,JEAN CHARLES,2009-06-26,6,WMIX DISTRIBUIDORA LTDA.,WMIX
A FESTA DA MENINA MORTA,FICÇÃO,BRASIL,16547.0,,,,,A FESTA DA MENINA MORTA,16547,Alto,A FESTA DA MENINA MORTA,,A FESTA DA MENINA MORTA,2009-06-11,6,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
A MULHER INVISÍVEL,FICÇÃO,BRASIL,2353646.0,,,,,A MULHER INVISÍVEL,2353646,Alto,A MULHER INVISÍVEL,,A MULHER INVISÍVEL,2009-06-05,6,WARNER BROS. (SOUTH) INC.,WARNER
APENAS O FIM,FICÇÃO,BRASIL,24693.0,,,,,APENAS O FIM,24693,Alto,APENAS O FIM,,APENAS O FIM,2009-05-29,5,ESTAÇÃO CINEMA E CULTURA LTDA,ESTAÇÃO
BUDAPESTE,FICÇÃO,BRASIL,97542.0,,,,,BUDAPESTE,97542,Alto,BUDAPESTE,,BUDAPESTE,2009-05-22,5,WMIX DISTRIBUIDORA LTDA.,WMIX
ADAGIO SOSTENUTO,FICÇÃO,BRASIL,2108.0,,,,,ADAGIO SOSTENUTO,2108,Alto,ADAGIO SOSTENUTO,,ADAGIO SOSTENUTO,2009-05-15,5,PIPA NATIVA PRODUÇÃO CULTURAL LTDA,PIPA
A ILHA DA MORTE,FICÇÃO,BRASIL,2177.0,,,,,A ILHA DA MORTE,2177,Alto,A ILHA DA MORTE,,A ILHA DA MORTE,2009-05-08,5,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,RESERVA
FILMEFOBIA,FICÇÃO,BRASIL,5244.0,,,,,FILMEFOBIA,5244,Alto,FILMEFOBIA,,FILMEFOBIA,2009-04-30,4,CINEMATOGRÁFICA POLIFILMES LTDA-ME,CINEMATOGRÁFICA
DIVÃ,FICÇÃO,BRASIL,1866622.0,,,,,DIVÃ,1866622,Alto,DIVÃ,,DIVÃ,2009-04-17,4,FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.,FREESPIRIT
O MENINO DA PORTEIRA - 2009,FICÇÃO,BRASIL,669436.0,,,,,O MENINO DA PORTEIRA - 2009,669436,Alto,O MENINO DA PORTEIRA - 2009,,O MENINO DA PORTEIRA - 2009,2009-03-06,3,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
VERÔNICA,FICÇÃO,BRASIL,104272.0,,,,,VERÔNICA,104272,Alto,VERÔNICA,,VERÔNICA,2009-02-06,2,CANNES PRODUÇÕES S/A,CANNES
SE EU FOSSE VOCÊ 2,FICÇÃO,BRASIL,29830.0,,,,,SE EU FOSSE VOCÊ 2,29830,Alto,SE EU FOSSE VOCÊ 2,,SE EU FOSSE VOCÊ 2,2009-01-02,1,CANNES PRODUÇÕES S/A,CANNES
SE EU FOSSE VOCÊ 2,FICÇÃO,BRASIL,6113251.0,,,,,SE EU FOSSE VOCÊ 2,6113251,Alto,SE EU FOSSE VOCÊ 2,,SE EU FOSSE VOCÊ 2,2009-01-02,1,FOX FILM DO BRASIL LTDA,FOX
,,,,AFEGANISTÃO,2.0,ANIMAÇÃO,403287529.0,BASTARDEN,43,Baixo,BASTARDEN,,BASTARDEN,2024-09-12,9,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,ALBÂNIA,1.0,DOCUMENTÁRIO,6640799.0,BLACK RIO! BLACK POWER!,1058,Alto,BLACK RIO! BLACK POWER!,,BLACK RIO! BLACK POWER!,2024-09-05,9,INSTITUTO TATURANA,INSTITUTO
,,,,ALEMANHA,252.0,FICÇÃO,1702224939.0,"OTHELO, O GRANDE",87,Baixo,"OTHELO, O GRANDE",,"OTHELO, O GRANDE",2024-09-05,9,LIVRES DISTRIBUIDORA DE AUDIVISUAL LTDA ME,LIVRES
,,,,ARGENTINA,125.0,JORNALÍSTICA,1431.0,AGRESTE,12,Baixo,AGRESTE,,AGRESTE,2024-08-29,8,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,ARGÉLIA,4.0,MANIFESTAÇÕES E EVENTOS ESPORTIVOS,3286.0,"CIDADE, CAMPO",31,Baixo,"CIDADE, CAMPO",,"CIDADE, CAMPO",2024-08-29,8,VITRINE FILMES LTDA,VITRINE
,,,,ARÁBIA SAUDITA,1.0,NÃO CLASSIFICADA,4068.0,ESTÔMAGO 2 - O PODEROSO CHEF,8225,Alto,ESTÔMAGO 2 - O PODEROSO CHEF,,ESTÔMAGO 2 - O PODEROSO CHEF,2024-08-29,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
,,,,AUSTRÁLIA,43.0,RELIGIOSA,121411.0,FERNANDA YOUNG - FOGE-ME AO CONTROLE,1050,Alto,FERNANDA YOUNG - FOGE-ME AO CONTROLE,,FERNANDA YOUNG - FOGE-ME AO CONTROLE,2024-08-29,8,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,SYNAPSE
,,,,BELARUS (BIELORUSSIA),3.0,VARIEDADES,6597618.0,GRACIE AND PEDRO: PETS TO THE RESCUE,17181,Alto,GRACIE AND PEDRO: PETS TO THE RESCUE,,GRACIE AND PEDRO: PETS TO THE RESCUE,2024-08-29,8,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,BRASIL,1933.0,VÍDEOMUSICAL,789424.0,LONGLEGS,97695,Alto,LONGLEGS,,LONGLEGS,2024-08-29,8,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,DIAMOND
,,,,BULGÁRIA,5.0,,,STOP MAKING SENSE,3517,Alto,STOP MAKING SENSE,,STOP MAKING SENSE,2024-08-29,8,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,O2
,,,,BUTÃO,1.0,,,BLINK TWICE,76360,Alto,BLINK TWICE,,BLINK TWICE,2024-08-22,8,WARNER BROS. (SOUTH) INC.,WARNER
,,,,BÉLGICA,128.0,,,CAPTIVES,881,Alto,CAPTIVES,,CAPTIVES,2024-08-22,8,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,TAG
,,,,CAMBOJA,1.0,,,HAROLD AND THE PURPLE CRAYON,83433,Alto,HAROLD AND THE PURPLE CRAYON,,HAROLD AND THE PURPLE CRAYON,2024-08-22,8,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,COLUMBIA
,,,,CANADÁ,121.0,,,KINDS OF KINDNESS,32417,Alto,KINDS OF KINDNESS,,KINDS OF KINDNESS,2024-08-22,8,THE WALT DISNEY COMPANY (BRASIL) LTDA.,THE
,,,,CHADE,1.0,,,MOTEL DESTINO,29582,Alto,MOTEL DESTINO,,MOTEL DESTINO,2024-08-22,8,PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP,PROVIDENCE
,,,,CHILE,25.0,,,THE CROW,181527,Alto,THE CROW,,THE CROW,2024-08-22,8,WMIX DISTRIBUIDORA LTDA.,WMIX
,,,,CHINA,49.0,,,WIDOW CLICQUOT,32711,Alto,WIDOW CLICQUOT,,WIDOW CLICQUOT,2024-08-22,8,SM DISTRIBUIDORA DE FILMES LTDA,SM
